order,batch_id,mount,bortle,telescope,session_date,filter,exposure,file_path,ra,dec
102,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211320.fit,10.174995,41.586389
103,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211402.fit,10.174995,41.586389
104,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211430.fit,10.174995,41.586389
105,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211451.fit,10.174995,41.586389
106,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211512.fit,10.174995,41.586389
107,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211533.fit,10.174995,41.586389
108,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211554.fit,10.174995,41.586389
109,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211622.fit,10.174995,41.586389
110,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211704.fit,10.174995,41.586389
111,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211726.fit,10.174995,41.586389
112,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211643.fit,10.174995,41.586389
113,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211813.fit,10.174995,41.586389
114,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211834.fit,10.174995,41.586389
115,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211855.fit,10.174995,41.586389
116,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211916.fit,10.174995,41.586389
117,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-211937.fit,10.174995,41.586389
118,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212007.fit,10.174995,41.586389
119,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212028.fit,10.174995,41.586389
120,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212049.fit,10.174995,41.586389
121,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212110.fit,10.174995,41.586389
122,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212131.fit,10.174995,41.586389
123,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212201.fit,10.174995,41.586389
124,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212222.fit,10.174995,41.586389
125,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212243.fit,10.174995,41.586389
126,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212304.fit,10.174995,41.586389
127,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212325.fit,10.174995,41.586389
128,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212353.fit,10.174995,41.586389
129,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212414.fit,10.174995,41.586389
130,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212435.fit,10.174995,41.586389
131,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212456.fit,10.174995,41.586389
132,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212517.fit,10.174995,41.586389
133,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212547.fit,10.174995,41.586389
134,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212608.fit,10.174995,41.586389
135,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212629.fit,10.174995,41.586389
136,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212650.fit,10.174995,41.586389
137,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212711.fit,10.174995,41.586389
138,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212821.fit,10.174995,41.586389
139,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212842.fit,10.174995,41.586389
140,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212903.fit,10.174995,41.586389
141,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212933.fit,10.174995,41.586389
142,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-212954.fit,10.174995,41.586389
143,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213015.fit,10.174995,41.586389
144,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213036.fit,10.174995,41.586389
145,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213057.fit,10.174995,41.586389
146,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213125.fit,10.174995,41.586389
147,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213146.fit,10.174995,41.586389
148,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213207.fit,10.174995,41.586389
149,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213229.fit,10.174995,41.586389
150,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213250.fit,10.174995,41.586389
151,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213317.fit,10.174995,41.586389
152,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213339.fit,10.174995,41.586389
153,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213400.fit,10.174995,41.586389
154,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213421.fit,10.174995,41.586389
155,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213442.fit,10.174995,41.586389
156,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213510.fit,10.174995,41.586389
157,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213531.fit,10.174995,41.586389
158,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213552.fit,10.174995,41.586389
159,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213613.fit,10.174995,41.586389
160,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213634.fit,10.174995,41.586389
161,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213704.fit,10.174995,41.586389
162,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213725.fit,10.174995,41.586389
163,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213828.fit,10.174995,41.586389
164,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213856.fit,10.174995,41.586389
165,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213917.fit,10.174995,41.586389
166,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213938.fit,10.174995,41.586389
167,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-213959.fit,10.174995,41.586389
168,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214020.fit,10.174995,41.586389
169,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214050.fit,10.174995,41.586389
170,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214111.fit,10.174995,41.586389
171,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214132.fit,10.174995,41.586389
172,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214153.fit,10.174995,41.586389
173,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214214.fit,10.174995,41.586389
174,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214242.fit,10.174995,41.586389
175,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214303.fit,10.174995,41.586389
176,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214324.fit,10.174995,41.586389
177,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214345.fit,10.174995,41.586389
178,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214406.fit,10.174995,41.586389
179,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214436.fit,10.174995,41.586389
180,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214457.fit,10.174995,41.586389
181,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214518.fit,10.174995,41.586389
182,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214539.fit,10.174995,41.586389
183,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214600.fit,10.174995,41.586389
184,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214628.fit,10.174995,41.586389
185,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214649.fit,10.174995,41.586389
186,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214710.fit,10.174995,41.586389
187,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214731.fit,10.174995,41.586389
188,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214818.fit,10.174995,41.586389
189,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214839.fit,10.174995,41.586389
190,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214901.fit,10.174995,41.586389
191,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214922.fit,10.174995,41.586389
192,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-214943.fit,10.174995,41.586389
193,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215046.fit,10.254165,40.322222
194,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215107.fit,10.254165,40.322222
195,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215128.fit,10.254165,40.322222
196,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215149.fit,10.254165,40.322222
197,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215210.fit,10.254165,40.322222
198,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215240.fit,10.254165,40.322222
199,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215301.fit,10.254165,40.322222
200,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215322.fit,10.254165,40.322222
201,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215343.fit,10.254165,40.322222
202,S50_787791d8_2025-11-20_IRCUT,ALTZ,Unknown,S50_787791d8,2025-11-20,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251120-215404.fit,10.254165,40.322222
